attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
"{u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Wi-Fi': u'no', u'Wheelchair Accessible': True}",3ec0du2rTBaKwIGSTM3N3g,"[u'Food', u'Donuts', u'Coffee & Tea']",Boston,"800 Boylston St Prudential Ctr
Unit 023
Back Bay
Boston, MA 02199",{},42.3485422,-71.0825835,Dunkin' Donuts,[u'Back Bay'],True,22,3.0,MA,business
"{u'Alcohol': u'none', u'Noise Level': u'average', u'Has TV': False, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': True, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",GuIok1t85ptZIFtfeRikAQ,"[u'Soup', u'Seafood', u'Sandwiches', u'Restaurants']",Boston,"800 Boylston St
Back Bay
Boston, MA 02199","{u'Monday': {u'close': u'21:00', u'open': u'10:30'}, u'Tuesday': {u'close': u'21:00', u'open': u'10:30'}, u'Friday': {u'close': u'21:00', u'open': u'10:30'}, u'Wednesday': {u'close': u'21:00', u'open': u'10:30'}, u'Thursday': {u'close': u'21:00', u'open': u'10:30'}, u'Sunday': {u'close': u'19:00', u'open': u'10:30'}, u'Saturday': {u'close': u'21:00', u'open': u'10:30'}}",42.34738,-71.082279,Boston Chowda Co,[u'Back Bay'],True,104,4.0,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'very_loud', u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': False, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",qJWg9peBBdcUhuVY49eDPg,"[u'Mexican', u'Restaurants']",Boston,"Longwood Galleria
340-350 Longwood Ave
Fenway
Boston, MA 02215",{},42.3476181,-71.1002881,Beantown Burrito,[u'Fenway'],True,21,2.0,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Good For Kids': True, u'Takes Reservations': False, u'Delivery': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",8v85BnGbBjX6O8r4PZ5yGA,"[u'Pizza', u'Restaurants']",Boston,"27 Buswell St
Boston, MA 02215",{},42.3474748,-71.1059979,My Brothers Place,[],False,13,3.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': False, u'Drive-Thru': False, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",vkuBAD2yarOgLHOyF18mzg,"[u'Middle Eastern', u'Food Stands', u'Restaurants']",Boston,"665 Commonwealth Ave
Boston, MA 02215",{},42.3496840022047,-71.1029842123389,Campus Trolley,[],True,54,4.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Drive-Thru': True, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Good For Groups': True, u'Alcohol': u'none'}",kEVGLbcuqTGLT0zLWjgzIg,"[u'Fast Food', u'Restaurants']",Boston,"1350 Boylston St
Fenway
Boston, MA 02215",{},42.3440809,-71.0996248,Burger King,[u'Fenway'],False,12,2.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Alcohol': u'none', u'Good For Groups': True, u'Delivery': False, u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'BYOB/Corkage': u'no', u'Wheelchair Accessible': False}",Jt-yF5nNYND5j6imKhv-Aw,"[u'Pizza', u'Sandwiches', u'Restaurants']",Boston,"200 Brookline Ave
Fenway
Boston, MA 02215",{},42.3437642,-71.1020272,D'angelo,[u'Fenway'],False,6,3.0,MA,business
"{u'Take-out': True, u'Good For Kids': False, u'Attire': u'casual', u'Good For': {u'lunch': False, u'breakfast': False, u'dinner': False, u'latenight': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Accepts Credit Cards': True, u'Good for Kids': False, u'Good For Groups': True}",stl4GU9U3DfCyzmgiW5Heg,[u'Restaurants'],Boston,"69 Kilmarnock St
Fenway
Boston, MA 02215",{},42.3425023,-71.0993042,Linwood Grill & BBQ Restaurant,[u'Fenway'],False,14,2.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Noise Level': u'quiet', u'Takes Reservations': False, u'Good For Groups': True, u'Delivery': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",jGlvZqtNSfqKjjjU3aw_Jg,"[u'Fast Food', u'Sandwiches', u'Restaurants']",Boston,"1266 Boylston St
Fenway
Boston, MA 02215",{},42.3452174,-71.0953225,Subway,[u'Fenway'],True,14,2.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Delivery': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}, u'Takes Reservations': False, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Wheelchair Accessible': True}",G5QEyeI1DIVZIf9Gm1TVAw,"[u'Food', u'Sandwiches', u'Bagels', u'Breakfast & Brunch', u'Restaurants']",Boston,"644 Beacon Street
Boston, MA 02215","{u'Monday': {u'close': u'17:00', u'open': u'06:00'}, u'Tuesday': {u'close': u'17:00', u'open': u'06:00'}, u'Friday': {u'close': u'17:00', u'open': u'06:00'}, u'Wednesday': {u'close': u'17:00', u'open': u'06:00'}, u'Thursday': {u'close': u'17:00', u'open': u'06:00'}, u'Sunday': {u'close': u'17:00', u'open': u'06:00'}, u'Saturday': {u'close': u'17:00', u'open': u'06:00'}}",42.3494364,-71.0957101,Bruegger's Bagels,[],True,54,3.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Drive-Thru': False, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Good For Kids': True, u'Parking': {u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'upscale': False, u'divey': False, u'classy': False, u'trendy': False, u'hipster': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",OE8PT_RBae_ruhX4bY1abw,"[u'Fast Food', u'Restaurants']",Boston,"Landmark Ctr
201 Brookline Ave
Fenway
Boston, MA 02215","{u'Monday': {u'close': u'20:00', u'open': u'06:30'}, u'Tuesday': {u'close': u'20:00', u'open': u'06:30'}, u'Friday': {u'close': u'20:00', u'open': u'06:30'}, u'Wednesday': {u'close': u'20:00', u'open': u'06:30'}, u'Thursday': {u'close': u'20:00', u'open': u'06:30'}, u'Saturday': {u'close': u'20:00', u'open': u'11:00'}}",42.344277479259,-71.10271464355999,Fresh City,[u'Fenway'],True,30,3.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'loud', u'Good For Kids': True, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': True, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': False}",7cYYeyV6xWSLWWrCQP8-Vg,"[u'Sandwiches', u'Pizza', u'Chicken Wings', u'Restaurants']",Boston,"1260 Boylston St
Fenway
Boston, MA 02215","{u'Monday': {u'close': u'03:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'03:00', u'open': u'11:00'}, u'Friday': {u'close': u'03:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'03:00', u'open': u'11:00'}, u'Thursday': {u'close': u'03:00', u'open': u'11:00'}, u'Sunday': {u'close': u'03:00', u'open': u'11:00'}, u'Saturday': {u'close': u'03:00', u'open': u'11:00'}}",42.3441282,-71.0994522,Domino's Pizza,[u'Fenway'],True,38,2.0,MA,business
"{u'Alcohol': u'none', u'Noise Level': u'quiet', u'Has TV': False, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': True, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': True, u'Corkage': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'yes_free', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': True, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'no', u'Order at Counter': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",dn4KEDPsNwGK2GCy75qnKA,"[u'Food', u'Ice Cream & Frozen Yogurt', u'American (Traditional)', u'Middle Eastern', u'Restaurants']",Boston,"80 Kilmarnock St
Fenway
Boston, MA 02215","{u'Monday': {u'close': u'23:30', u'open': u'11:00'}, u'Tuesday': {u'close': u'23:30', u'open': u'11:00'}, u'Friday': {u'close': u'23:30', u'open': u'11:00'}, u'Wednesday': {u'close': u'23:30', u'open': u'11:00'}, u'Thursday': {u'close': u'23:30', u'open': u'11:00'}, u'Sunday': {u'close': u'23:30', u'open': u'11:00'}, u'Saturday': {u'close': u'23:30', u'open': u'11:00'}}",42.3423794,-71.0992427,Hidyan Café,[u'Fenway'],True,87,4.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': True, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': True, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'paid', u'Good for Kids': True, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",awiO07wvBtNPEZmnbfXi9w,"[u'Chinese', u'Restaurants']",Boston,"1271 Boylston St
Fenway
Boston, MA 02215","{u'Monday': {u'close': u'00:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'00:00', u'open': u'11:30'}, u'Friday': {u'close': u'02:30', u'open': u'11:30'}, u'Wednesday': {u'close': u'00:00', u'open': u'11:30'}, u'Thursday': {u'close': u'00:00', u'open': u'11:30'}, u'Saturday': {u'close': u'02:30', u'open': u'11:30'}}",42.345068,-71.0965609,Hong Kong Cafe,[u'Fenway'],False,64,3.0,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Alcohol': u'none', u'Good For Kids': True, u'Takes Reservations': False, u'Delivery': False, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': False, u'Good For Groups': False, u'Wheelchair Accessible': False}",qyghd_63sjylMQ3uix4FcA,"[u'Food', u'Coffee & Tea']",Boston,"714 Commonwealth Ave
Allston/Brighton
Boston, MA 02215",{},42.3504745,-71.1096202,Lollicup Spice King,[u'Allston/Brighton'],False,19,2.5,MA,business
"{u'Delivery': False, u'Take-out': True, u'Price Range': 3, u'Dietary Restrictions': {u'dairy-free': True, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': True, u'vegetarian': True}, u'Good For Groups': True, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': True}, u'Alcohol': u'full_bar', u'Good For Kids': False, u'BYOB': False, u'Order at Counter': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Attire': u'dressy', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': False, u'BYOB/Corkage': u'no', u'Wheelchair Accessible': True}",iqyYiy-4WSOWAw0fv96-Cg,"[u'Seafood', u'Restaurants']",Boston,"500 Commonwealth Ave
Allston/Brighton
Boston, MA 02215",{},42.3504745,-71.1096202,Great Bay,[u'Allston/Brighton'],False,49,3.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Takes Reservations': False, u'Good For Groups': True, u'Delivery': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",NLwZc0Z23AzP160Qa8u-Iw,"[u'Fast Food', u'Sandwiches', u'Restaurants']",Boston,"493 Beacon St
Back Bay
Boston, MA 02215",{},42.3507839,-71.0896266,Subway,[u'Back Bay'],False,9,3.0,MA,business
"{u'Take-out': True, u'Price Range': 2, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Good For Kids': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': True, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'beer_and_wine', u'Wheelchair Accessible': True}",-B6GJwKCVc-OzbdjhhGKlw,"[u'Burgers', u'Italian', u'Pizza', u'Restaurants']",Boston,"16 Peterborough St
Fenway
Boston, MA 02215","{u'Monday': {u'close': u'22:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'11:00'}, u'Friday': {u'close': u'22:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'11:00'}, u'Thursday': {u'close': u'22:00', u'open': u'11:00'}, u'Sunday': {u'close': u'22:00', u'open': u'11:00'}, u'Saturday': {u'close': u'22:00', u'open': u'11:00'}}",42.3440265,-71.0957595,Canestaro Restaurant & Pizzeria,[u'Fenway'],False,130,4.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'loud', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",nFfX3_TTe0wzVxUGVTjdLA,"[u'Indian', u'Restaurants']",Boston,"1095 Commonwealth Ave
Allston/Brighton
Boston, MA 02215","{u'Monday': {u'close': u'22:00', u'open': u'12:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'12:00'}, u'Friday': {u'close': u'23:00', u'open': u'12:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'12:00'}, u'Thursday': {u'close': u'22:00', u'open': u'12:00'}, u'Sunday': {u'close': u'22:00', u'open': u'12:00'}, u'Saturday': {u'close': u'23:00', u'open': u'12:00'}}",42.3527439,-71.1254466,JMP Fine Indian Cuisine,[u'Allston/Brighton'],True,69,4.0,MA,business
"{u'Delivery': False, u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': False, u'Noise Level': u'quiet', u'Good For Kids': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Alcohol': u'full_bar', u'Good For Groups': True, u'BYOB': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': False, u'BYOB/Corkage': u'no', u'Wheelchair Accessible': False}",2-f1XTaGHD4fB7iPE0iv_Q,"[u'Japanese', u'Restaurants']",Boston,"645 Beacon St
Boston, MA 02215","{u'Monday': {u'close': u'23:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'23:00', u'open': u'11:30'}, u'Friday': {u'close': u'23:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'23:00', u'open': u'11:30'}, u'Thursday': {u'close': u'23:00', u'open': u'11:30'}, u'Sunday': {u'close': u'22:30', u'open': u'17:00'}, u'Saturday': {u'close': u'23:00', u'open': u'11:30'}}",42.3485971,-71.0977776,Maluken Japanese Restaurant,[],False,113,3.0,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': True, u'live': True, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 2, u'Good For Dancing': True, u'Delivery': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': False, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",kdocld9Zlw0qMmTOwSyvbQ,"[u'Bars', u'Nightlife', u'Irish', u'Restaurants']",Boston,"1 Union St
Beacon Hill
Boston, MA 02108",{},42.3575,-71.0691,Purple Shamrock,[u'Beacon Hill'],False,149,2.5,MA,business
"{u'Wheelchair Accessible': True, u'Alcohol': u'full_bar', u'Open 24 Hours': False, u'Noise Level': u'average', u'Has TV': False, u'Attire': u'dressy', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': True, u'trendy': False, u'upscale': False, u'casual': False}, u'Good for Kids': False, u'Price Range': 4, u'Delivery': False, u'Caters': False, u'BYOB': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Payment Types': {u'amex': False, u'cash_only': False, u'mastercard': False, u'visa': True, u'discover': False}, u'Outdoor Seating': False, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': True}, u'Good For Kids': False, u'Good For Groups': True}",sg0S4bk2gybvkW_MECU2LA,"[u'Italian', u'French', u'Restaurants']",Boston,"9 Park St
Downtown
Boston, MA 02108","{u'Monday': {u'close': u'22:00', u'open': u'17:30'}, u'Tuesday': {u'close': u'23:00', u'open': u'17:30'}, u'Friday': {u'close': u'23:00', u'open': u'17:30'}, u'Wednesday': {u'close': u'23:00', u'open': u'17:30'}, u'Thursday': {u'close': u'23:00', u'open': u'17:30'}, u'Sunday': {u'close': u'22:00', u'open': u'17:30'}, u'Saturday': {u'close': u'23:00', u'open': u'17:30'}}",42.357619,-71.062791,No. 9 Park,[u'Downtown'],True,463,4.0,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'live': True, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': True, u'Wheelchair Accessible': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'free', u'Caters': True, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': True, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",iY2Jglsx3-5AcT1JIDdFhQ,"[u'Arts & Entertainment', u'American (Traditional)', u'Music Venues', u'Bars', u'Pubs', u'Nightlife', u'Restaurants']",Boston,"11 Marshall St
Boston, MA 02108","{u'Monday': {u'close': u'02:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:00'}, u'Friday': {u'close': u'02:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:00'}, u'Thursday': {u'close': u'02:00', u'open': u'11:00'}, u'Sunday': {u'close': u'02:00', u'open': u'11:00'}, u'Saturday': {u'close': u'02:00', u'open': u'11:00'}}",42.3615568,-71.0568617,Green Dragon Tavern,[],True,260,3.5,MA,business
"{u'Alcohol': u'full_bar', u'Open 24 Hours': False, u'Noise Level': u'loud', u'Music': {u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Delivery': False, u'Good For Dancing': False, u'BYOB': False, u'Coat Check': True, u'Smoking': u'no', u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': False, u'Corkage': False, u'Happy Hour': False, u'Wheelchair Accessible': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Order at Counter': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Kids': False, u'Good For Groups': True}",RTfM4QAW69Ib98mCoZg0cA,"[u'Gastropubs', u'Restaurants', u'Italian']",Boston,"69 Bromfield St
Downtown
Boston, MA 02108","{u'Monday': {u'close': u'02:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:30'}, u'Friday': {u'close': u'02:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:30'}, u'Thursday': {u'close': u'02:00', u'open': u'11:30'}, u'Saturday': {u'close': u'02:00', u'open': u'18:00'}}",42.35702,-71.06097,Silvertone,[u'Downtown'],True,648,4.0,MA,business
