id,date,restaurant_id,*,**,***
16386,2010-12-02,JBEymJE8,1,0,0
15391,2011-08-25,JBEyzV38,4,0,1
26013,2014-04-23,geEVxVoz,7,0,3
6232,2009-05-22,8KoAZaO6,0,0,0
28740,2008-12-09,geEVpBoz,0,0,0
3786,2012-11-13,JGoNdWEL,3,0,0
26272,2011-12-21,6Wo2K6O9,8,1,0
17565,2008-07-03,B1oX16OV,3,0,0
8370,2008-09-19,1m3MpYEB,0,0,0
4407,2013-01-04,dj3dmKo9,2,0,0
28025,2007-10-10,WeEe7eoa,4,0,0
20755,2007-04-26,1JEb713R,3,0,0
1150,2007-09-24,1m3MJ6oB,1,0,1
32544,2012-06-04,ydEjXDoW,7,1,3
22397,2009-04-24,N6OkZgox,8,2,2
12691,2013-12-11,rJoQyvoV,2,0,1
27684,2009-07-31,rJoQpa3V,4,0,0
25560,2013-01-28,ydEjx9oW,7,0,0
2987,2008-02-29,0ZEDWxOD,8,1,2
6923,2015-01-16,qN3gAYOA,11,1,3
2970,2007-10-17,dj3dlN39,6,1,1
25522,2012-12-30,JBEy4WO8,0,0,0
31674,2010-06-01,NbE1Bk3J,6,0,0
2500,2013-12-06,6VOpy5EL,12,0,2
8141,2009-08-17,0ZEDbxoD,3,0,2
27329,2010-02-11,7RO5KX3q,3,0,1
31831,2013-11-19,6K3lx63z,3,0,0
27605,2008-12-02,KAoKQZEg,3,0,0
28413,2008-08-27,8x3zQZEk,10,0,1
13932,2008-12-04,geEVveEz,0,0,0
23568,2013-12-04,njoZNBor,5,0,1
4169,2014-01-13,Pk3wz5Ed,9,1,1
25303,2012-03-29,p0380g3m,3,0,1
19539,2011-07-29,6Wo2XwE9,4,1,1
20028,2009-02-05,WeEelrOa,2,0,1
15986,2008-02-22,wmo7Kvoq,4,0,0
17198,2013-02-25,geEVr5Ez,5,0,1
15247,2012-08-09,ZBEnxaoY,3,0,0
18906,2012-12-30,KAoKlKOg,0,0,0
15337,2008-02-19,rNo6Ag36,6,0,0
25439,2008-03-06,Y1Em9REw,0,0,0
21530,2007-04-19,xWoYWMEK,14,4,2
6132,2015-01-14,geEV1kOz,5,0,2
11315,2010-04-06,ZBEnaqOY,5,0,1
12788,2013-01-17,0j3L9xor,13,0,4
7191,2014-01-28,nkOvwXEB,1,0,0
13254,2012-09-06,8xExLBE0,2,0,0
3018,2009-09-25,lnOR9LoN,5,0,1
20161,2007-09-14,V430yAoB,3,2,2
3704,2014-09-11,rJoQGvEV,1,0,2
12172,2009-08-13,7RO5NdEq,6,0,5
7314,2010-07-28,nkOvwXEB,2,0,0
26370,2015-01-21,rJoQX03V,4,0,0
27871,2009-08-11,1m3MJDoB,0,0,0
31940,2013-05-17,8xExNno0,12,1,1
20942,2015-01-13,6K3lq8oz,5,1,2
11580,2010-08-11,rJoQdL3V,0,0,0
16838,2011-11-02,6K3lAvoz,3,0,1
25857,2009-01-16,eVOBpp3j,9,0,0
751,2008-02-19,6K3l6vOz,4,0,0
28536,2013-01-25,rJoQ59oV,3,0,0
2320,2011-10-11,Y1EmZ93w,6,1,0
10029,2008-12-17,XJ3rgRoR,6,1,2
25146,2012-01-18,JGoNNaoL,8,0,3
23275,2008-07-03,wmo7lROq,4,1,0
10448,2009-11-16,WwOazzEB,11,1,3
7351,2011-03-28,V430p43B,4,1,0
13126,2013-12-30,6K3lygoz,0,0,0
30831,2007-12-28,we39gROk,2,1,1
14849,2013-04-16,6VOpzQ3L,1,0,2
14895,2012-05-11,8x3zBZ3k,0,0,0
3852,2014-10-20,ydEjdVoW,2,0,1
5464,2010-01-12,1JEb6eER,4,0,1
21013,2008-08-19,v5oJmd3B,4,1,5
24991,2009-08-26,0j3Laor6,7,1,1
26043,2009-04-22,Y1EmRn3w,8,0,1
23650,2010-04-12,0ZEDAB3D,5,0,2
17349,2009-08-06,6K3lYqoz,0,0,1
18369,2013-05-14,rNo6Yg36,9,0,1
30688,2008-04-10,0ZED6loD,3,0,0
5564,2014-01-24,Pk3wr9Ed,14,1,1
8259,2010-04-06,v5oJwbOB,2,0,0
32175,2013-04-11,Pk3we2Od,0,0,0
10700,2009-02-25,xWoYNjOK,0,0,0
18969,2011-11-22,V4305oBp,3,0,1
20339,2010-05-11,geEVz5Ez,0,0,1
16964,2009-04-17,lnORmdoN,2,1,3
22373,2012-05-11,ydEjV9EW,3,0,0
32751,2011-12-09,WwOaaNOB,5,0,1
15950,2014-11-04,ydEj7V3W,8,0,0
3069,2011-08-09,XJ3rpQOR,3,0,0
12527,2008-05-06,NbE1AyEJ,10,1,6
4091,2010-10-21,ydEjXDoW,6,0,4
7476,2008-11-21,7RO5DXoq,6,0,0
10203,2014-05-12,p038rzOm,6,1,3
6033,2015-01-02,VpoGZP3r,3,0,0
23512,2009-02-06,Y1EmkAow,10,2,6
32110,2007-11-26,m0oWDJOG,1,0,0
33561,2008-02-27,we396vok,6,1,2
31910,2013-04-17,XJ3rRm3R,0,0,0
3156,2010-07-02,0j3Lb6Or,2,0,0
3297,2009-01-20,8gOqrDE2,4,0,0
6144,2008-11-28,8x3z2Z3k,5,1,0
29165,2010-03-30,rJoQQvoV,5,0,1
7292,2008-10-28,WeEeLrOa,0,0,0
17309,2012-01-31,wmo7gboq,0,0,0
13031,2012-12-30,6K3lKeEz,0,0,0
13723,2010-04-22,8x3zgZok,0,0,0
1528,2011-04-05,KAoKY6Eg,6,1,6
21677,2011-12-29,Pk3w12Od,0,0,0
17633,2009-07-17,0j3LMDor,0,0,0
5859,2012-11-20,6K3lp93z,15,1,0
13322,2009-03-23,1m3MbpoB,1,0,0
28250,2014-02-20,JGoNP6EL,7,0,2
13298,2009-12-18,p038ADom,9,1,2
20587,2011-12-15,p038GaEm,1,0,0
20917,2011-10-18,8xEx930k,9,1,2
17266,2008-12-01,JBEyqmE8,6,1,3
2001,2008-02-27,6VOprd3L,4,0,1
2547,2013-03-13,6VOp4BOL,4,1,1
19820,2013-01-08,Y1EmLmOw,5,1,1
2131,2009-06-02,eVOB1Loj,2,0,0
31058,2011-02-02,8xExNno0,3,0,0
1310,2013-12-30,N6OkGVOx,0,0,0
30427,2008-02-26,8x3zq2Ek,3,0,0
16177,2008-10-02,rJoQ6WOV,2,0,0
28221,2012-12-30,wmo70QOq,0,0,0
25199,2010-06-09,ekE4az32,0,0,0
3378,2011-11-04,p038D3md,0,0,0
30754,2010-01-15,eVOBPw3j,6,0,8
22011,2013-04-29,rJoQzAOV,7,0,0
17230,2013-08-09,0ZED0WED,4,1,2
3648,2011-12-05,ydEjdVoW,0,0,0
20901,2009-08-20,geEVaVOz,1,0,0
5603,2011-05-09,xWoYjgOK,3,0,0
27984,2009-10-26,6Wo2y539,0,0,2
25643,2008-02-07,KAoK4KOg,0,0,0
5571,2011-09-08,we39xNEk,0,0,0
1038,2014-04-08,XJ3rVJ3R,1,0,0
18535,2009-03-18,6VOpy5EL,14,0,0
12359,2010-04-20,6VOpbq3L,2,0,0
28625,2007-09-04,9JoPv5E8,8,0,0
13377,2014-06-16,0ZEDdkED,10,0,0
4848,2008-01-09,eVOBqJoj,1,0,0
15567,2014-04-25,N6OknGox,1,0,1
26671,2014-03-20,N6Ok0qEx,1,0,0
14251,2009-01-07,8xExZeo0,4,0,0
22462,2011-12-30,wmo7lROq,2,0,0
30750,2008-02-14,1JEbd4oR,0,0,0
11911,2008-03-20,Y1EmG9ow,1,1,0
27743,2014-12-11,NbE1wPoJ,8,1,1
8177,2010-03-16,8gOq9MO2,2,1,1
17335,2012-04-10,Pk3w4wod,2,0,3
33236,2009-05-15,6K3lnvOz,4,0,0
604,2010-03-26,XJ3rqqER,3,0,3
20077,2012-05-23,rNo6xdE6,1,0,1
8048,2012-08-15,8x3zj93k,8,2,5
11208,2013-02-27,1JEb9mOR,12,0,8
21597,2013-10-04,8KoApz36,13,1,5
29444,2012-11-07,rJoQzAOV,4,0,0
25848,2010-12-16,8x3zDbOk,7,0,0
19906,2009-03-09,lnORjnON,3,0,1
31169,2014-11-06,m0oWpzOG,3,0,0
24020,2008-12-15,ydEjZ2EW,5,1,1
11044,2010-11-22,wmo7kRoq,3,1,0
28185,2010-10-18,eVOBWeEj,7,2,4
5125,2008-02-22,dj3dX539,8,0,1
11125,2013-01-10,6Wo2LYE9,6,0,0
10034,2014-04-17,1JEbamOR,18,4,15
16996,2008-12-17,Y1EmNn3w,2,0,0
1214,2008-02-12,eVOB1Loj,3,0,1
5803,2014-04-09,ydEjbBEW,16,0,2
30239,2009-04-24,wmo7Nv3q,7,0,2
10714,2008-10-23,nkOvQ8oB,7,1,0
1263,2014-01-30,qN3gmJOA,0,0,0
2080,2012-07-06,8x3zrY3k,0,0,0
745,2012-07-24,xWoYYAoK,0,0,0
23800,2013-08-29,9JoP47o8,0,0,1
28735,2008-07-30,nkOvzLOB,7,0,1
33643,2009-01-07,we39xNEk,1,0,0
8001,2012-03-30,we39kvOk,7,1,3
10273,2015-03-17,0ZEDj7oD,0,0,0
4031,2011-12-13,WwOaaNOB,5,0,1
17199,2011-01-27,WwOanJEB,5,0,2
7818,2009-07-07,8xExWyO0,9,3,3
26149,2011-04-05,p038Mzom,4,0,2
23881,2008-05-06,B1oXxQoV,11,0,3
11272,2010-01-22,VpoGgdor,9,1,2
30237,2008-06-12,xWoYqvoK,4,0,0
5633,2012-03-30,xWoY7dEK,0,0,0
22941,2010-07-02,6K3llg3z,4,0,2
26182,2010-10-19,qN3gJ2EA,7,1,1
3305,2012-11-19,N6OkWWOx,7,2,1
16938,2013-01-18,xWoYGMEK,4,0,0
28796,2012-07-18,9JoP8jo8,1,0,0
24147,2007-06-01,Y1EmkAow,10,1,2
7495,2015-02-06,B1oXLqoV,4,1,1
10083,2014-08-01,8x3z2Z3k,3,0,0
12025,2013-02-14,njoZ71Or,8,1,1
11508,2015-02-25,wmo7AvEq,10,0,2
17731,2011-07-25,we392Nok,1,0,0
7854,2009-11-24,1JEbKN3R,4,0,0
30248,2012-05-22,rNo69l36,7,1,4
18888,2008-03-12,JGoNzdoL,16,0,2
28422,2008-03-14,p0380g3m,4,0,0
2372,2013-01-03,6Wo2LYE9,6,0,0
9509,2008-07-31,7RO5DXoq,3,0,1
11447,2012-03-06,Y1Em9REw,4,0,0
15954,2015-02-03,Y1EmgVow,3,0,0
10865,2009-08-06,p038GaEm,0,0,2
33624,2014-12-16,0j3L0L3r,0,0,0
24530,2012-10-03,Pk3wNKEd,4,0,0
31945,2007-08-10,KAoKA9Eg,2,1,0
17020,2009-05-14,ydEjvBEW,0,1,0
2575,2015-02-23,WeEeXdOa,1,0,0
18470,2011-03-14,geEVxVoz,2,0,0
11873,2014-12-10,wmo7d2Oq,7,0,1
14359,2013-06-18,ekE41G32,0,0,0
650,2013-12-02,JBEyamE8,2,1,1
2283,2012-12-30,v5oJvyoB,0,0,0
16162,2011-08-15,7RO54Woq,0,0,0
33035,2010-08-03,we39V5ok,1,0,0
19528,2011-01-18,NbE1zP3J,2,1,0
33365,2014-02-07,Pk3w4wod,5,1,1
6131,2012-10-04,dj3d2KO9,2,0,0
23591,2011-04-15,V430J2OB,5,0,2
8705,2014-03-06,0ZEDZ4oD,8,0,2
13262,2009-03-05,XJ3r8JOR,0,0,0
25994,2014-06-06,8xExn7o0,6,0,1
26966,2010-05-05,ekE4vNo2,0,0,0
23702,2008-01-11,m0oWJl3G,4,0,3
15076,2013-12-30,N6OkQW3x,0,0,0
20441,2009-01-26,V430yAoB,3,0,2
25614,2009-03-06,njoZ1Q3r,3,0,0
28870,2012-01-31,v5oJwbOB,2,0,1
12291,2007-11-16,wmo7bb3q,3,0,1
25078,2013-08-19,xWoYdG3K,5,0,1
25101,2013-12-30,8xExX9E0,0,0,0
10885,2008-09-02,lnORjnON,5,1,2
8931,2009-12-09,njoZ5X3r,5,0,1
1206,2007-09-04,qN3gpYoA,14,3,10
11876,2012-06-18,KAoKNP3g,1,0,0
29517,2013-12-30,6K3lLk3z,0,0,0
18708,2012-12-30,VpoGddOr,0,0,0
6447,2009-10-13,Y1EmAEwG,6,0,0
5154,2010-06-02,9JoPMdO8,8,2,0
31767,2015-02-24,8xExJeo0,4,0,1
14965,2008-03-14,JBEyDVO8,5,0,1
9357,2014-10-28,wmo7pGOq,2,0,3
28144,2007-09-21,0ZED0WED,3,1,0
30009,2013-04-12,VpoGddOr,1,0,0
1336,2012-12-30,1m3MXnEB,0,0,0
171,2014-03-11,8x3zG9ok,2,0,0
13920,2011-06-21,XJ3r7RoR,4,0,0
22433,2011-09-02,KAoKgBog,1,0,2
3376,2012-07-26,8x3znL3k,2,1,1
23056,2009-06-12,6K3lwvEz,0,0,0
580,2013-09-27,geEV4eoz,3,0,0
16905,2011-11-09,v5oJ1j3B,4,0,3
19756,2009-06-10,Y1Em8ROw,9,0,2
33452,2008-02-13,lnOR6LON,1,0,1
28419,2011-11-14,XJ3rwWoR,1,0,0
18188,2008-03-31,1m3MrnoB,5,0,0
26028,2009-02-23,1m3Mw9OB,3,1,0
2417,2012-10-09,dj3d6LO9,2,0,0
30091,2007-06-21,we39yR3k,2,0,0
12336,2011-03-25,wmo7z73q,10,1,1
32663,2008-09-05,we39eD3k,7,0,0
33638,2013-08-29,we39Qr3k,2,0,4
32094,2013-09-19,N6OkVvox,3,0,1
30187,2010-06-07,qN3gVgEA,3,0,0
21461,2014-12-03,8KoAjKO6,5,0,0
30572,2012-12-13,8x3zq2Ek,5,3,0
33279,2008-03-03,wmo7Nv3q,11,2,0
25005,2014-04-03,VpoGnr3r,7,0,1
28148,2013-05-31,0ZEDBxoD,10,0,0
24389,2014-09-25,6VOpYlEL,5,1,0
9707,2013-02-01,8x3z2Z3k,2,0,0
9320,2009-02-06,JGoN2WoL,3,0,0
4907,2012-07-27,rNo69l36,3,0,1
33345,2009-06-26,B1oX7l3V,1,0,2
21584,2008-05-08,8KoA15o6,4,0,1
9167,2008-02-14,XJ3rnY3R,0,0,0
24867,2009-07-24,JGoNdWEL,22,4,17
5188,2012-05-16,8xExLBE0,12,1,5
31330,2013-05-24,njoZD1Er,6,1,0
7688,2009-11-18,8xExm730,0,0,0
32401,2013-10-09,8gOqaeO2,3,0,4
2977,2008-10-27,VpoGrg3r,5,2,0
8757,2012-02-27,eVOBGeEj,10,2,1
12597,2009-03-10,1JEbamOR,5,0,1
8434,2013-05-31,0ZED9B3D,0,0,0
33677,2014-01-16,lnORKGEN,3,1,0
23196,2009-07-23,ekE4Mr32,6,0,1
11069,2012-09-06,xWoYWMEK,7,3,3
11639,2010-02-19,B1oX8moV,10,0,2
17971,2012-04-24,8xExJeo0,16,1,6
15966,2014-12-17,p038NGOm,2,0,1
12697,2009-02-02,Y1EmdlOw,3,0,0
7558,2011-02-09,WeEeXdOa,0,0,0
25031,2012-11-15,Pk3we2Od,0,0,1
2394,2014-06-20,1m3MmD3B,10,0,5
10084,2012-12-30,p038GaEm,0,0,0
11675,2010-02-09,0j3Laor6,4,1,0
9912,2011-08-11,p038JvOm,8,0,3
15178,2009-01-30,geEVaVOz,4,0,1
26234,2009-07-27,6K3lJeOz,8,1,4
10301,2008-09-18,dj3d0r39,3,0,0
24014,2011-09-14,ekE4vNo2,2,0,0
10030,2013-09-17,Y1EmzA3w,9,2,0
6070,2012-08-20,p038m8om,14,3,3
27338,2008-01-09,JGoNP6EL,10,2,2
13952,2013-12-30,geEVw53z,0,0,0
17998,2010-05-18,lnOR16oN,8,1,0
8787,2009-05-13,1JEbGQ3R,0,0,0
6766,2008-10-01,B1oXWb3V,0,0,0
20176,2010-09-28,Pk3wVaEd,6,1,1
30959,2013-02-20,Y1EmdlOw,6,0,1
16320,2007-12-11,Pk3wMKOd,4,1,0
26873,2012-12-30,8x3z8ROk,0,0,0
20973,2012-06-14,6Wo2LYE9,9,1,0
26778,2010-09-07,dj3dX539,8,0,5
7729,2011-01-07,1m3Mq63B,3,0,0
32116,2012-03-22,NbE1bk3J,2,0,0
5532,2013-12-09,nkOvZZOB,9,0,0
27423,2007-10-01,rNo6Ag36,6,1,0
4899,2010-11-17,eVOBGeEj,6,0,0
17905,2009-11-09,1JEbjYER,0,1,0
14899,2014-06-16,8x3zdNOk,4,0,0
16644,2010-06-01,njoZKJOr,6,0,1
25386,2010-04-05,geEVjvEz,4,1,0
7689,2012-04-20,B1oXdQoV,1,0,1
10676,2009-11-27,8xEx1730,0,0,0
4947,2013-12-30,0j3LNaOr,0,0,0
16779,2012-04-19,ekE41G32,11,0,1
756,2011-10-12,p038Lz3m,4,0,0
10921,2011-11-29,JBEy2B38,5,0,2
13927,2009-01-13,8x3zQZEk,8,1,4
3155,2009-08-18,6VOprd3L,11,1,1
29012,2010-03-11,njoZNBor,4,0,0
28362,2007-09-12,N6Okam3x,9,1,3
17627,2011-12-06,XJ3rvZ3R,9,0,0
5825,2010-10-28,eVOBKkEj,6,0,1
24196,2012-12-30,njoZyY3r,0,0,0
32063,2009-03-04,XJ3rnY3R,0,0,0
23884,2013-09-26,JBEyPXO8,10,0,1
15663,2013-09-25,1JEbQYOR,3,1,0
15423,2010-01-21,7RO5vjEq,7,0,3
29311,2007-09-07,ZBEnxaoY,4,0,0
17295,2013-09-26,geEV6kEz,3,0,1
1128,2012-12-30,8KoAReO6,0,0,0
16067,2012-06-29,njoZyY3r,4,1,0
15252,2011-04-15,Y1EmWnow,3,0,1
30483,2012-12-21,JBEy91E8,0,0,0
7782,2008-10-08,v5oJ1j3B,10,1,3
14968,2013-12-30,eVOB8w3j,0,0,0
21227,2009-02-05,8x3zrY3k,0,0,0
26064,2015-01-23,1m3MkLOB,1,0,1
31769,2012-01-24,wmo76P3q,2,0,2
30601,2012-04-26,WeEe5aEa,2,1,1
19578,2015-02-04,6VOpJd3L,8,1,1
12707,2011-10-20,KAoKB3gm,2,1,4
12653,2008-01-22,wmo7nP3q,4,0,0
28605,2012-12-30,WeEegaoa,0,0,0
237,2008-10-21,8xExn7o0,2,0,0
17233,2011-09-22,JBEy7ao8,2,1,2
24740,2012-05-24,m0oWVd3G,10,0,5
23597,2011-11-17,6VOp1aEL,5,0,1
30501,2014-01-30,ZBEnvrEY,10,0,1
14618,2012-07-12,ZBEnLroY,1,0,1
14490,2012-11-28,WwOadoBM,12,0,4
12205,2011-03-18,8x3zwbok,7,1,0
23330,2008-06-11,1m3M2koB,4,0,0
590,2013-09-26,WeEeNw3a,1,0,1
15678,2011-02-04,WeEegaoa,3,1,1
95,2009-11-05,ekE4zro2,1,0,0
8418,2012-07-16,8xEx5V30,0,0,0
8235,2013-05-03,ydEjp9oW,8,0,0
17417,2010-09-14,geEVwJ3z,4,0,3
27377,2013-01-04,0ZEDBxoD,9,0,1
13349,2011-10-18,N6OkBmox,2,0,0
26697,2012-01-11,we392Nok,6,0,1
16723,2008-01-24,qN3gLMoA,5,0,1
23345,2008-03-18,8KoAwzE6,2,0,0
6094,2009-04-28,ZBEn2WEY,8,2,0
23332,2008-09-22,v5oJQ13B,5,1,0
13465,2013-09-18,rJoQ9oVj,8,0,1
26914,2008-11-21,1JEbP4oR,8,2,2
21837,2013-03-07,7RO54Woq,2,0,1
1901,2008-01-17,p038De3m,12,0,1
27544,2011-12-13,p0380g3m,2,0,1
3476,2012-03-01,qN3gNgEA,1,0,0
4678,2009-05-15,NbE1dNOJ,1,0,2
5794,2014-03-06,KAoKY6Eg,7,0,4
9287,2011-01-21,Pk3wRqEd,3,0,0
7260,2014-08-01,6K3lAvoz,3,0,2
25086,2008-09-09,qN3gkz3A,8,1,3
32625,2009-05-18,N6Ok2Qox,13,1,3
33266,2010-08-23,eVOBpp3j,5,0,0
28126,2012-06-06,rNo6Yg36,15,0,0
5004,2013-03-27,Pk3wwK3d,2,0,0
25686,2012-02-27,1JEbjYER,2,0,0
21183,2013-12-30,lnORPD3N,0,0,0
10707,2012-12-30,ekE4vNo2,0,0,0
20960,2012-05-01,NbE1V83J,10,0,4
14696,2014-05-13,qN3gDBoA,3,0,0
3715,2007-08-09,ekE4K6O2,6,0,0
7538,2012-04-20,WwOa0poB,2,1,0
4461,2011-03-17,JBEyDVO8,2,0,1
22351,2009-10-09,njoZ8vEr,4,1,0
13317,2010-03-10,qN3gGM3A,13,1,8
30973,2013-09-26,we398ZEk,5,1,4
12551,2008-02-11,1JEbXYoR,6,0,2
22657,2011-08-18,Pk3wRqEd,5,1,2
591,2007-11-20,8x3zy2Ek,3,0,3
7731,2009-07-16,8xExNno0,0,0,1
14504,2012-11-09,ydEjQ2OW,3,0,1
15231,2008-09-23,0j3LjLOr,1,0,2
18030,2011-06-03,KAoKjd3g,3,0,1
2882,2008-03-19,1m3M8pEB,2,0,0
16358,2010-02-09,6K3lYqoz,2,1,0
23194,2009-11-03,eVOB0r3j,0,0,0
19567,2007-11-01,1JEbqeOR,6,0,0
12410,2008-12-12,JBEy6m38,4,1,1
20298,2008-02-12,6VOpvj3L,8,0,0
15816,2012-04-19,1JEbk73R,1,0,0
16020,2011-09-07,6K3le8oz,6,1,0
3136,2008-01-07,8x3zBZ3k,12,0,2
3927,2013-08-12,6Wo2B6o9,1,0,0
25515,2009-10-27,6VOpzQ3L,2,0,0
32457,2012-06-29,VpoGmwEr,3,0,0
2874,2007-04-26,Y1EmRn3w,5,1,2
15250,2009-08-04,ZBEnDYoY,5,0,0
1270,2009-02-09,m0oW5wEG,2,0,1
845,2012-05-02,nkOveLoB,7,0,2
11342,2015-01-30,xWoYJvOK,8,1,4
4081,2014-04-24,6K3lb9Oz,10,0,3
14015,2012-12-30,v5oJddEB,0,0,0
9502,2010-08-18,JBEyj138,2,0,0
13402,2007-09-05,XJ3rpQOR,8,1,5
25763,2007-11-23,WwOaZpEB,7,1,3
13209,2014-05-15,0j3L5aor,3,1,0
19771,2013-09-04,0j3LnjOr,7,1,5
23888,2012-10-26,B1oXAQOV,0,0,0
31375,2009-06-11,nkOvAaoB,12,1,1
5134,2008-09-11,8KoAk4E6,5,0,0
18932,2009-04-28,dj3dKKE9,0,0,0
7130,2010-03-18,0ZEDnpoD,8,0,1
7704,2012-05-14,1m3MkLOB,9,1,1
32145,2014-10-10,B1oXjdEV,2,1,1
12443,2009-12-14,lnOReVoN,3,1,1
31702,2013-12-30,8xExy630,0,1,0
6312,2013-04-30,B1oXWb3V,3,0,1
29647,2013-04-09,V430e1oB,6,1,0
25854,2008-07-21,6K3l15oz,3,0,2
27869,2011-06-08,1m3MGLOB,4,0,1
24903,2013-12-30,Pk3wkV3d,0,0,0
25644,2013-12-30,eVOBKkEj,0,0,0
13886,2011-02-17,njoZYy3r,3,1,3
32821,2012-07-05,8x3zgZok,0,0,0
234,2009-04-22,8gOqQxO2,4,1,0
13535,2012-12-30,v5oJR8oB,0,0,0
2392,2012-07-11,wmo7AvEq,2,0,0
11250,2011-11-14,8gOqvAE2,9,1,1
2675,2007-03-02,6Wo2YN39,0,0,0
15173,2013-04-05,dj3dYgo9,2,0,0
14676,2008-10-23,6K3laKoz,2,0,0
15814,2014-12-10,p038NGOm,2,0,1
22256,2009-07-31,ekE4Mr32,5,0,1
5271,2007-05-11,njoZqQ3r,6,0,1
7646,2011-01-18,rJoQ6WOV,1,0,0
12709,2009-04-07,WeEeWdoa,4,0,1
25637,2009-05-20,njoZdJEr,0,0,0
5346,2008-01-22,8KoAQeo6,3,0,0
23111,2008-05-01,eVOBPw3j,0,0,2
8222,2008-09-30,7RO5BWEq,5,0,0
1497,2012-06-05,WeEeAWEa,0,0,0
29974,2012-12-30,0ZEDbxoD,0,0,0
29337,2007-11-05,rNo6p0E6,2,0,0
29095,2013-08-28,6VOpwdoL,4,0,1
14810,2014-12-08,JBEyrV38,6,0,0
23604,2014-11-26,6Wo2W8O9,10,0,0
23634,2007-12-21,0j3Lqjor,8,0,0
12104,2014-06-13,xWoYzMOK,7,1,0
7551,2012-08-08,N6OkKQOx,10,0,2
7694,2010-03-18,nkOvll3B,2,0,1
17867,2012-07-13,njoZkBOr,0,0,0
9706,2007-10-23,0ZEDWxOD,6,0,0
17797,2012-12-28,N6OkkGOx,4,0,1
14868,2008-09-18,m0oWNg3G,4,0,1
30442,2010-08-26,Pk3w8Vod,5,0,0
20129,2011-06-15,dj3dmKo9,0,0,0
19894,2009-01-08,B1oX7l3V,3,0,1
12635,2013-01-25,dj3djjO9,6,2,2
30609,2010-01-13,JBEy91E8,4,1,0
7954,2011-09-27,geEVn5Ez,5,0,2
27279,2010-03-08,eVOBnpOj,0,0,0
19337,2007-08-23,B1oXWY3V,4,0,0
23106,2012-01-18,lnOReVoN,3,0,6
31646,2011-06-02,ydEj7V3W,6,0,0
32098,2007-11-29,0j3L9xor,5,2,0
30489,2007-10-25,dj3dDj39,4,0,2
17799,2011-02-10,B1oXk63V,5,2,2
17225,2013-07-19,6K3lnvOz,3,1,2
4085,2014-11-25,WwOa7d3B,2,0,1
1985,2012-12-30,1m3MrnoB,0,0,0
28864,2012-06-04,7RO5NdEq,5,1,0
27135,2013-11-25,ekE4kYO2,3,0,0
31885,2013-06-06,xWoY2jOK,6,0,3
12620,2008-01-31,6Wo2MV39,2,0,0
20851,2012-12-30,ydEjXDoW,0,0,0
31039,2007-11-14,Y1EmeWEw,1,0,3
10419,2014-04-09,njoZ1D3r,0,0,0
22774,2013-12-30,rJoQeAoV,0,0,0
8637,2009-02-23,we397lOk,0,0,0
10846,2011-10-26,B1oX9NOV,12,1,7
22110,2010-12-29,Y1Emwnow,2,0,0
17854,2012-12-30,lnORXK3N,0,0,0
32582,2008-08-26,lnORkdEN,5,0,2
8431,2009-04-24,N6Okam3x,8,0,0
30285,2011-05-17,qN3gVgEA,2,0,0
19745,2008-03-25,V430yAoB,3,0,0
30238,2015-01-08,WwOayBOB,1,0,2
24154,2013-05-20,N6Okbpox,0,0,0
31800,2010-06-11,1m3MMn3B,0,0,0
6439,2012-03-26,0ZEDXGED,0,0,0
18789,2009-07-10,xWoYNjOK,1,0,1
11877,2012-09-24,Y1EmaVEw,2,0,0
28970,2013-07-24,NbE1ZJ3J,6,1,1
671,2013-12-30,wmo7Wjoq,1,0,0
30433,2008-08-20,9JoP7j38,4,1,0
23172,2015-02-06,1JEbQYOR,1,0,0
20640,2009-02-23,dj3dlN39,4,0,0
9411,2010-04-16,rJoQA9oV,7,1,0
1508,2010-10-25,m0oWjJ3G,3,1,0
18075,2014-10-06,0ZEDwlOD,3,0,2
26037,2007-10-24,p038w8Em,6,1,0
10630,2010-02-11,1m3Mq63B,3,0,1
13918,2009-04-08,6Wo2B6o9,8,1,3
1576,2009-11-16,8xExay30,5,0,2
9453,2014-08-27,8xExxnE0,4,0,0
14337,2010-05-10,N6OkwgOx,5,0,0
29911,2011-08-10,8gOqxro2,6,0,0
5500,2010-05-27,8x3zmQEk,3,0,0
3595,2014-11-24,njoZqQ3r,9,0,0
25995,2010-08-02,v5oJk7OB,0,0,0
11725,2014-10-29,1JEbQYOR,3,0,1
7554,2014-09-08,njoZYy3r,4,0,1
22620,2010-04-28,eVOBDa3j,1,0,0
2960,2008-06-23,KAoKrB3g,4,1,0
8622,2010-03-26,dj3dDj39,9,1,0
10295,2011-06-29,dj3dZ7O9,2,0,0
27410,2011-08-22,8KoAB4O6,1,0,1
30053,2013-12-30,V4300A3B,0,0,0
853,2012-12-30,V430A6oB,0,0,0
21855,2010-03-31,lnORzeON,0,0,0
27242,2012-02-09,8KoAzaO6,9,0,1
3987,2010-04-09,eVOBZ6Oj,2,0,0
25816,2012-02-13,N6Ok8QEx,3,0,0
8723,2013-12-30,1m3Mep3B,0,0,0
20546,2013-03-13,0j3Laor6,10,0,0
31514,2007-11-14,WeEe6W3a,6,0,0
14402,2012-06-11,nkOvGMEB,4,1,0
21465,2009-02-19,V430Xb3B,6,1,2
7241,2010-05-18,WwOa7d3B,6,0,2
29071,2012-06-04,v5oJN8oB,3,0,0
